uid,gid,player,solo,comb,sck,saf,blk,ints,pdef,frcv,forc,tdd,rety,tdret,peny,snp,fp,fp2,game,seas,year,team,posd,jnum,dcp,nflid
146632,4568,JA-0280,2,5,0,0,0,0,0,0,0,0,0,0,0,53,4.5,0,3,5,2017,LAC,SS,37,1,2541958
146633,4568,KE-0550,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,3,3,2017,LAC,SLB,51,1,2552296
146634,4568,JB-6825,2,8,0,0,0,0,0,0,0,0,0,0,0,53,6,0,3,2,2017,LAC,WLB,57,1,2556148
146635,4568,PG-0050,2,3,0,0,0,0,0,0,0,0,0,0,11,53,3.5,0,3,4,2017,KC,LCB,23,2,2543851
146636,4568,EM-2100,1,1,0,0,0,0,0,0,0,0,0,0,5,46,1.5,0,3,2,2017,KC,FS,21,2,2555173
146637,4568,CJ-2168,1,2,0,0,0,0,0,0,0,0,0,0,0,39,2,0,3,2,2017,KC,LDE,95,1,2556369
146638,4568,DJ-1600,1,3,0,0,0,0,0,0,0,0,0,0,0,53,2.5,0,3,13,2017,KC,LILB,56,1,2506353
146639,4568,RP-0200,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1.5,0,3,7,2017,KC,FS,38,1,2530794
146640,4568,JH-5500,3,3,1,0,0,0,2,0,0,0,0,0,0,53,8.5,1,3,7,2017,KC,LOLB,50,1,2495493
146641,4568,FZ-0100,0,2,0,0,0,0,0,0,0,0,0,0,21,44,1,0,3,8,2017,KC,LOLB,51,2,2507948
146642,4568,MP-0950,2,1,0,0,0,1,1,0,0,0,0,0,18,53,5.5,2,3,3,2017,KC,LCB,22,1,2552488
146643,4568,KT-0650,2,6,0,0,0,0,1,0,0,0,0,0,0,42,6,0,3,6,2017,LAC,MLB,56,1,2534567
146644,4568,JB-4450,1,5,0.5,0,0,0,0,0,0,0,0,0,0,43,4.5,0.5,3,2,2017,LAC,LDE,99,1,2555249
146645,4568,TW-2856,0,4,0,0,0,0,0,0,0,0,0,0,10,53,2,0,3,2,2017,LAC,RCB,42,2,2556828
146646,4568,BL-1350,2,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,3,5,2017,KC,NT,96,1,2540163
146647,4568,RW-3550,2,1,0,0,0,0,0,0,0,0,0,0,0,21,2.5,0,3,3,2017,KC,RILB,53,1,2552320
146648,4568,AB-0100,2,2,1,0,0,0,0,0,0,0,0,0,0,49,5,1,3,7,2017,KC,RDE,97,1,2495116
146649,4568,DF-1350,1,0,0,0,0,0,0,0,0,0,0,0,12,36,1,0,3,4,2017,KC,ROLB,55,1,2543494
146650,4568,DP-1275,1,1,0,0,0,0,0,0,0,0,0,0,0,33,1.5,0,3,3,2017,LAC,DT,93,2,2552676
146651,4568,CM-1250,2,0,1,0,0,0,0,0,0,0,0,0,0,15,4,1,3,4,2017,LAC,DE,40,2,2550628
146652,4568,MI-0150,4,2,3,0,0,0,0,0,0,0,0,0,0,45,11,3,3,6,2017,LAC,DE,54,1,2532870
146653,4568,CL-1000,2,1,0.5,0,0,0,0,0,1,0,0,0,0,20,5.5,0.5,3,7,2017,LAC,DT,94,1,2495483
146654,4568,DS-3350,0,1,0,0,0,0,1,0,0,0,0,0,0,14,1.5,0,3,5,2017,LAC,NT,71,2,2540003
146655,4568,AP-1050,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,4,2017,LAC,SS,31,2,2550842
146656,4568,KP-0650,1,0,0,0,0,0,0,0,0,0,0,0,10,19,1,0,3,4,2017,KC,LILB,57,2,2543563
146657,4568,BM-1800,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0,3,11,2017,LAC,NT,92,1,2495677
146658,4568,CH-2250,2,1,0,0,0,0,0,0,0,0,0,0,0,53,2.5,0,3,6,2017,LAC,LCB,26,1,2532861
146659,4568,RN-1300,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0.5,0,3,3,2017,KC,LDE,99,2,2552674
146660,4568,RM-4200,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0.5,0,3,9,2017,KC,NT,98,2,79611
146661,4568,TB-1850,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1.5,0,3,4,2017,LAC,FS,33,1,2543830
146662,4568,TS-2075,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2017,KC,LILB,48,3,2556775
146663,4569,WC-0300,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,5,2017,WAS,MLB,51,2,2540013
146664,4569,MN-0550,1,0,0,0,0,1,0,0,0,0,0,0,0,43,3,2,3,1,2017,WAS,FS,34,2,2558133
146665,4569,KM-0050,4,5,1,0,0,0,0,0,0,0,0,0,0,50,8.5,1,3,4,2017,OAK,LDE,52,1,2543463
146666,4569,ME-0425,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,3,3,2017,OAK,RDE,97,1,2553433
146667,4569,DA-0950,3,3,0,0,0,0,3,0,0,0,0,0,0,51,7.5,0,3,5,2017,OAK,LCB,29,1,2540170
146668,4569,TH-1525,1,1,0,0,0,0,0,0,0,0,0,0,0,26,1.5,0,3,1,2017,OAK,LDT,90,2,2558111
146669,4569,BI-0150,2,4,0,0,0,0,0,0,0,0,0,0,0,51,4,0,3,6,2017,OAK,SLB,51,1,2532871
146670,4569,KJ-1150,8,1,0,0,0,0,0,0,0,0,0,0,0,51,8.5,0,3,2,2017,OAK,SS,42,1,2555342
146671,4569,JE-0450,0,6,0,0,0,0,0,0,0,0,0,0,0,26,3,0,3,4,2017,OAK,NT,78,1,2543812
146672,4569,ML-0662,0,5,0,0,0,0,0,0,0,0,0,0,0,23,2.5,0,3,1,2017,OAK,MLB,55,1,2557972
146673,4569,CJ-0675,4,8,0,0,0,0,0,0,1,0,0,0,0,51,10,0,3,2,2017,OAK,WLB,57,1,2555303
146674,4569,TC-0385,3,2,0,0,0,0,0,0,0,0,0,0,0,51,4,0,3,4,2017,OAK,RCB,38,2,2550164
146675,4569,RK-0500,4,0,1,0,0,0,0,0,0,0,0,0,5,42,6,1,3,7,2017,WAS,WLB,91,1,2495190
146676,4569,JA-1062,0,2,1,0,0,0,0,0,0,0,0,0,0,22,3,1,3,1,2017,WAS,DE,95,1,2557844
146677,4569,JG-0400,0,1,0.5,0,0,0,0,0,0,0,0,0,0,15,1.5,0.5,3,8,2017,WAS,WLB,58,2,496782
146678,4569,PS-0550,1,1,1,0,0,0,1,0,0,0,0,0,0,22,4.5,1,3,3,2017,WAS,SLB,94,1,2552276
146679,4569,JN-1750,2,1,0,0,0,0,0,0,0,0,0,0,0,47,2.5,0,3,6,2017,WAS,RCB,24,1,2532920
146680,4569,BB-2725,1,2,0,0,0,0,1,0,0,0,0,0,8,46,3,0,3,4,2017,WAS,LCB,26,1,2543571
146681,4569,GC-0850,3,1,0,0,0,0,0,0,0,0,0,0,0,46,3.5,0,2,1,2017,OAK,LCB,22,2,2558062
146682,4569,RA-1175,1,1,0,0,0,0,0,0,0,0,0,0,0,24,1.5,0,3,1,2017,WAS,SLB,52,2,2557853
146683,4569,KF-0450,1,2,0,0,0,1,0,0,1,0,0,0,0,46,6,2,3,2,2017,WAS,RCB,29,2,2555349
146684,4569,MS-3450,1,8,0,0,0,0,0,1,0,0,0,0,0,46,7,2,2,3,2017,WAS,MLB,50,2,2552316
146685,4569,DA-2050,0,3,0,0,0,0,0,0,0,0,0,0,0,39,1.5,0,3,4,2017,OAK,RDE,96,2,2550646
146686,4569,JC-5475,2,1,0,0,0,0,0,2,0,0,0,0,0,16,6.5,4,3,2,2017,OAK,SLB,47,2,2556797
146687,4569,ZB-0400,3,7,0,0,0,0,0,0,0,0,0,0,0,51,6.5,0,3,6,2017,WAS,MLB,53,1,2532804
146688,4569,MI-0175,0,2,0.5,0,0,0,0,0,0,0,0,0,0,28,2,0.5,3,2,2017,WAS,DE,98,2,2555240
146689,4569,RN-0300,2,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,3,11,2017,OAK,FS,27,1,2507167
146690,4569,NM-0675,1,2,0,0,0,0,0,0,0,0,0,0,0,42,2,0,3,1,2017,OAK,WLB,35,2,2559054
146691,4569,DS-5150,1,1,0,0,0,0,0,0,0,0,0,0,0,51,1.5,0,3,5,2017,WAS,FS,36,1,2539943
146692,4569,SM-1150,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,2017,WAS,SS,39,2,2556391
146693,4569,DE-1300,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,3,3,2017,WAS,SS,22,1,2553710
146694,4569,EV-0200,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,3,1,2017,OAK,LDT,94,1,2557982
146695,4569,FM-0650,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,2017,WAS,LCB,31,3,2558136
146696,4569,QD-0400,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,3,2017,WAS,LCB,47,2,2553796
146697,4570,JH-3210,3,1,0,0,0,0,0,0,0,0,0,0,0,47,3.5,0,3,5,2017,DAL,SS,38,1,2541832
146698,4570,SP-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,3,7,2017,DAL,RDT,55,1,2495210
146699,4570,DW-4025,1,0,0,0,0,0,1,0,0,0,0,0,0,16,2,0,3,3,2017,DAL,SLB,57,1,2552686
146700,4570,DL-0450,4,0,3,0,0,0,0,0,0,0,0,0,11,47,10,3,3,4,2017,DAL,LDE,90,1,2543490
146701,4570,JL-1825,6,0,0,0,0,0,1,0,0,0,0,0,0,47,7,0,2,1,2017,DAL,NB,27,2,2557920
146702,4570,BJ-2350,4,2,0,0,0,0,2,0,0,0,0,0,0,47,7,0,3,3,2017,DAL,FS,31,1,2552568
146703,4570,TC-2950,2,1,1,0,0,0,0,0,0,0,0,0,0,47,4.5,1,3,6,2017,DAL,RDE,98,1,2532821
146704,4570,JS-4150,4,3,0,0,0,0,0,0,0,0,0,0,0,47,5.5,0,3,2,2017,DAL,MLB,54,2,2555310
146705,4570,BM-0750,1,0,0,0,0,0,0,0,0,0,0,0,6,31,1,0,3,5,2017,DAL,LDE,93,2,2542009
146706,4570,JB-3350,1,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,3,6,2017,ARI,RCB,28,1,2532792
146707,4570,KD-0100,3,1,0,0,0,0,0,0,0,0,0,0,0,43,3.5,0,3,14,2017,ARI,RILB,56,1,2506112
146708,4570,TB-2400,10,1,0,0,0,0,0,0,0,0,0,0,0,47,10.5,0,3,10,2017,ARI,SS,27,2,1681
146709,4570,MC-2150,4,1,2,0,0,0,0,0,0,0,0,0,0,47,8.5,2,3,2,2017,DAL,LDT,96,1,2555400
146710,4570,SL-0500,8,0,0,0,0,0,0,0,0,0,0,0,5,47,8,0,3,8,2017,DAL,WLB,50,1,496937
146711,4570,BP-1350,2,1,0,0,0,0,0,0,0,0,0,0,0,18,2.5,0,3,2,2017,DAL,LDT,92,2,2556657
146712,4570,TC-1262,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,3,1,2017,DAL,RDE,97,2,2557882
146713,4570,DM-2950,1,1,0,0,0,0,0,0,0,0,0,0,0,26,1.5,0,1,5,2017,DAL,RDE,58,3,2540138
146714,4570,CP-1300,3,1,0,0,0,0,0,0,0,0,0,0,0,34,3.5,0,3,8,2017,ARI,NT,98,1,496841
146715,4570,CJ-2050,2,1,1,0,0,0,0,0,0,0,0,0,0,45,4.5,1,3,6,2017,ARI,SAM,55,1,2533538
146716,4570,TM-0850,4,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,3,5,2017,ARI,FS,32,1,2540180
146717,4570,XW-0200,3,0,0,0,0,0,1,0,0,0,0,0,0,43,4,0,2,1,2017,DAL,FS,25,2,2558159
146718,4570,PP-0400,2,0,0,0,0,0,0,0,0,0,0,0,5,47,2,0,3,7,2017,ARI,LCB,21,1,2495504
146719,4570,OP-0150,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,3,2017,ARI,LDE,72,2,2553583
146720,4570,RN-1275,0,1,0,0,0,0,0,0,0,0,0,0,5,15,0.5,0,2,2,2017,ARI,RDT,90,2,2555336
146721,4570,FR-0200,0,0,0,0,0,0,0,0,0,0,0,0,15,31,0,0,3,12,2017,ARI,RDT,92,1,2506908
146722,4570,MG-0925,3,0,0,0,0,0,0,0,0,0,0,0,5,45,3,0,3,3,2017,ARI,WLB,44,1,2552273
146723,4570,KW-0960,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,6,2017,DAL,SLB,51,2,2532974
146724,4570,OS-0200,2,0,0,0,0,0,0,0,0,0,0,0,34,47,2,0,2,10,2017,DAL,RCB,32,1,2307
146725,4570,HR-0050,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,3,1,2017,ARI,SILB,43,2,2557887
146726,4570,AB-1500,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0,3,12,2017,ARI,SS,41,1,2495807
146727,4570,AB-3450,1,0,0,0,0,0,0,0,0,0,0,0,5,47,1,0,3,2,2017,DAL,NB,30,1,2555531
146728,4570,JB-8700,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,7,2017,ARI,RILB,45,2,2530491
146729,4570,KF-0425,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,3,2,2017,DAL,SS,35,2,2555536
